orig_index,true_label,prob_pos,pred_label
414,1,0.9976101630368545,1
453,0,5.156688692838021e-05,0
5,0,0.01949928354420353,0
409,0,1.0792382130417793e-06,0
529,1,0.9187350482556433,1
204,0,0.010551310720061767,0
30,1,0.839749070274387,1
80,1,0.9998339963495653,1
122,1,0.9978101138467851,1
593,1,0.9932468684112367,1
58,1,0.18027206271406698,0
288,0,0.15347360835529023,0
638,0,0.9252374660039012,1
245,1,0.9270430069617613,1
368,0,0.9110584957361598,1
437,1,0.274596783539883,0
147,1,0.9999312487963448,1
639,1,0.27147978982576904,0
432,1,0.9999915265861216,1
316,1,0.9998221730962842,1
157,0,5.7535482377298706e-05,0
469,1,0.9919777837740228,1
687,0,0.6859916860045051,1
694,0,0.15232856388954646,0
562,0,0.9533564945435742,1
160,1,0.24081659400443706,0
382,1,0.9999984039946469,1
471,0,0.28742906522055617,0
33,1,0.011079102515983433,0
408,0,0.0698663065586131,0
463,1,0.7209118047117757,1
111,0,0.000537699404768017,0
131,1,0.014043393091988512,0
377,0,2.011994728765836e-05,0
62,1,0.9996668953101234,1
712,1,0.9993062822833396,1
684,0,0.9860898229457832,1
454,1,0.9999800144007395,1
195,1,0.44179412002040774,0
335,1,0.006579858689484707,0
199,0,0.5508473007647763,1
553,0,0.0026769360870763405,0
149,1,0.9675690931536334,1
25,0,0.38950415659893867,0
269,0,0.7301502233098685,1
22,0,0.18005957332731393,0
628,0,0.2421405851086036,0
49,1,0.6586295114625359,1
383,1,0.2720670784427434,0
574,0,0.00029537160028189337,0
310,1,0.9906665411973943,1
645,1,0.7854411312281581,1
374,1,0.9980552228010571,1
372,1,0.8913643914073982,1
592,0,0.5705923748943637,1
369,0,0.02550408383764804,0
353,1,0.8247005489662373,1
588,0,0.9717402919556583,1
112,0,0.9985370389170152,1
292,0,0.2149965464592626,0
98,1,0.9990512574303481,1
275,0,0.004130323760608373,0
354,0,0.9428792997953914,1
630,0,1.4014437266257464e-05,0
53,1,0.007389196035466313,0
84,1,0.45089135934490265,0
473,0,0.08131838602634278,0
658,0,0.015574460380545219,0
285,1,0.9649592626176646,1
389,1,0.00019448913366824734,0
527,1,0.08274409941691341,0
322,1,0.00016890142482718282,0
90,1,0.41439442936626764,0
360,1,0.9999573484973636,1
457,0,7.445456496823511e-05,0
671,0,0.9982399295034227,1
207,1,0.955446078147309,1
319,1,0.9995653752578012,1
41,1,0.9999699796176467,1
636,0,6.638290567791345e-05,0
153,0,0.20778003429326716,0
162,0,0.024093656774401652,0
56,0,0.9131911482338391,1
9,0,0.0035153428836138152,0
584,0,0.8511551811632334,1
266,0,0.001832028291861975,0
435,1,0.7234127201870676,1
660,1,0.03652830893742661,0
701,0,0.06448235611372514,0
16,1,0.9968422071674995,1
61,0,0.9999575615052375,1
117,0,0.0001268361526575236,0
227,0,0.0027136298534325962,0
263,1,0.9995960469164005,1
692,0,0.0019031272469601755,0
299,1,0.9990814405878443,1
464,0,0.001144547842758499,0
367,1,0.9997407894069377,1
243,0,1.9459076517922072e-05,0
37,1,0.9976925497984032,1
656,0,0.22273136967494211,0
479,1,0.9827239376515187,1
40,0,0.9482394675603818,1
536,0,0.007069126495516991,0
38,1,0.9979254904284984,1
105,1,0.0002827303804740366,0
350,0,0.15584938664812967,0
108,1,0.7867647338635331,1
420,1,0.011717571876573529,0
258,1,0.030226328841481732,0
202,1,0.9999949184886922,1
274,0,0.0001463482322375822,0
570,1,0.976086384188819,1
237,0,0.19087156517237786,0
