orig_index,true_label,prob_pos,pred_label
279,0,4.063030544758247e-06,0
57,0,0.0006822214326822874,0
637,0,0.0001711950781901942,0
7,1,0.03073996908841155,0
340,1,0.5228267665931359,1
403,0,0.000236681160238912,0
364,1,0.8536252370619625,1
86,0,0.27785958537586497,0
300,0,0.002849623908055141,0
598,0,0.009679635032244569,0
330,0,0.24860305418339887,0
332,1,0.009188294285591777,0
11,1,0.9012857067242946,1
79,0,0.27938016384050784,0
491,1,0.9999563363328285,1
573,1,0.999535488238946,1
596,1,0.9932291894313042,1
390,1,0.9293167126705602,1
664,0,0.00037719010494588435,0
659,0,0.16577262626635897,0
188,1,0.9994135962879247,1
552,1,0.9806899046368264,1
82,1,0.9999982396687578,1
253,1,0.992701648385003,1
662,0,0.1963440475849712,0
675,1,0.9999888495251997,1
407,0,0.9870023081234156,1
489,0,0.03063964253159809,0
558,1,0.03630955137308252,0
565,1,0.2091340152612898,0
133,1,0.9894853385785759,1
611,1,0.05469107368358659,0
248,0,0.019555261466545674,0
47,0,0.8669144650739392,1
523,0,0.215940675482783,0
472,0,0.09122264719687635,0
421,1,0.11117376873231635,0
576,0,1.7892271251552887e-05,0
702,0,0.05046308946467287,0
506,1,0.08332859208376316,0
226,0,0.9641606981412828,1
711,1,0.12623187759667365,0
124,0,0.051568487085004854,0
219,0,0.0005547828981708225,0
642,0,1.5204893136782195e-06,0
259,0,0.0011997896937052943,0
241,0,0.9973675180145357,1
399,1,0.976616133444136,1
481,0,0.0003471685076808974,0
151,1,0.9617643442246072,1
612,1,0.9996381764732117,1
135,1,0.9682004732125437,1
614,0,0.0006333462280011657,0
164,1,0.8226664884600077,1
249,1,0.9939377856267504,1
239,1,0.0010345071346054766,0
295,1,0.9931085762610349,1
467,1,0.4402614837916686,0
641,1,0.9999694870789626,1
302,0,0.011808385538089338,0
672,0,0.005721613443990184,0
235,1,0.9998018314366459,1
128,1,0.9995765124277335,1
127,0,0.9994658619625206,1
100,1,0.0015735743031771387,0
648,1,0.9991136884300955,1
290,0,0.9973441899119564,1
430,0,0.22512493980001824,0
405,0,0.00109396143959489,0
208,0,0.01722633552742679,0
209,1,0.9895010763688576,1
158,0,0.0329682547524566,0
325,1,0.9996677554494704,1
681,1,0.9756443875991052,1
213,1,0.9629831501027729,1
569,1,0.9996733745477057,1
551,0,0.0018698616071623744,0
449,1,0.9967597333326763,1
203,0,0.15682995578517994,0
198,0,0.9928152495457487,1
431,0,0.01685614145781926,0
478,1,0.9999898280883974,1
345,0,9.099491737459444e-06,0
385,1,0.9998930196771568,1
646,1,0.9962598371540371,1
669,1,0.8266793704822497,1
486,1,0.9950565012239126,1
586,0,0.5587519431959758,1
402,1,0.996933894051386,1
141,1,0.06458648388347725,0
582,0,0.01784700568024241,0
255,0,0.09819202406830975,0
14,1,0.693438095474274,1
680,1,0.6763827004017063,1
665,1,0.9999999371832953,1
413,0,0.0002295338974038631,0
525,0,0.5388806787838417,1
59,0,0.4490634272683844,0
498,1,0.9977817087712318,1
695,1,0.43122187602880707,0
627,0,0.2963331357614285,0
351,0,0.14850315859574836,0
624,0,0.006437890777086654,0
597,0,0.9994727050157965,1
580,1,0.9934756122609351,1
541,1,0.04140551808776019,0
406,0,0.0002373610483189845,0
46,1,0.9995320910392818,1
663,1,0.5519565610130782,1
317,0,0.9997597449717358,1
34,0,0.0002731978200827762,0
391,0,0.20893037541709877,0
121,1,0.9999595888143361,1
673,1,0.8220152535272213,1
