orig_index,true_label,prob_pos,pred_label
136,1,1.0,1
144,0,1.0,1
691,1,1.0,1
152,1,1.0,1
475,1,0.0,0
511,1,0.0,0
699,1,1.0,1
601,0,0.0,0
508,0,0.0,0
0,0,0.0,0
212,0,1.0,1
515,0,1.0,1
501,0,1.0,1
246,0,1.0,1
417,1,1.0,1
163,1,1.0,1
530,0,0.0,0
625,0,0.0,0
631,0,0.0,0
482,1,1.0,1
134,1,1.0,1
343,0,0.0,0
410,1,1.0,1
546,0,0.0,0
242,0,1.0,1
535,0,1.0,1
244,0,0.0,0
622,0,1.0,1
91,0,1.0,1
557,1,0.0,0
15,0,0.0,0
88,1,1.0,1
358,1,1.0,1
140,0,1.0,1
66,1,1.0,1
422,1,0.0,0
577,0,1.0,1
566,1,1.0,1
560,1,1.0,1
262,1,0.0,0
394,1,1.0,1
451,1,1.0,1
705,0,0.0,0
395,1,1.0,1
384,0,0.0,0
118,1,0.0,0
27,0,0.0,0
252,1,0.0,0
567,1,0.0,0
499,1,1.0,1
559,1,1.0,1
312,1,1.0,1
286,0,0.0,0
370,1,1.0,1
613,1,1.0,1
610,1,1.0,1
521,1,1.0,1
170,0,1.0,1
533,1,0.0,0
69,1,1.0,1
346,0,1.0,1
52,0,1.0,1
514,1,1.0,1
458,0,0.0,0
142,1,0.0,0
710,1,1.0,1
250,0,1.0,1
172,0,1.0,1
477,1,1.0,1
115,0,1.0,1
264,0,0.0,0
640,1,1.0,1
333,0,0.0,0
138,0,0.0,0
605,1,0.0,0
647,1,0.0,0
167,0,0.0,0
303,0,0.0,0
494,0,1.0,1
537,1,1.0,1
379,1,1.0,1
297,1,1.0,1
534,1,0.0,0
653,0,0.0,0
455,1,1.0,1
344,1,1.0,1
509,1,0.0,0
581,0,0.0,0
21,0,0.0,0
470,0,1.0,1
296,0,0.0,0
318,0,0.0,0
92,1,1.0,1
161,1,1.0,1
602,0,0.0,0
568,1,1.0,1
174,1,1.0,1
87,1,1.0,1
184,0,1.0,1
180,1,1.0,1
4,0,1.0,1
704,0,0.0,0
543,0,0.0,0
145,0,0.0,0
497,1,0.0,0
123,0,1.0,1
689,1,1.0,1
222,1,1.0,1
661,1,1.0,1
311,0,1.0,1
18,0,1.0,1
412,0,1.0,1
620,1,1.0,1
304,0,0.0,0
