orig_index,true_label,prob_pos,pred_label
579,1,0.0,0
154,1,1.0,1
35,0,1.0,1
334,1,0.0,0
397,1,0.0,0
655,0,0.0,0
178,0,1.0,1
166,0,1.0,1
43,1,1.0,1
674,0,0.0,0
347,0,0.0,0
67,0,0.0,0
447,0,0.0,0
173,1,0.0,0
240,0,0.0,0
338,0,1.0,1
125,0,0.0,0
146,0,0.0,0
324,1,1.0,1
308,1,1.0,1
643,1,1.0,1
563,1,1.0,1
220,1,1.0,1
225,1,0.0,0
113,1,0.0,0
419,0,1.0,1
693,0,0.0,0
150,0,0.0,0
539,1,1.0,1
366,1,1.0,1
238,1,1.0,1
298,0,0.0,0
301,0,0.0,0
436,1,1.0,1
257,1,0.0,0
425,0,1.0,1
17,1,0.0,0
572,0,0.0,0
608,1,1.0,1
183,1,1.0,1
468,1,1.0,1
387,0,0.0,0
444,1,1.0,1
132,1,0.0,0
19,0,0.0,0
12,1,1.0,1
492,0,0.0,0
143,1,0.0,0
356,0,0.0,0
32,1,1.0,1
450,1,1.0,1
649,0,0.0,0
495,1,0.0,0
589,0,0.0,0
214,1,1.0,1
488,1,0.0,0
595,1,1.0,1
474,0,0.0,0
418,1,1.0,1
404,0,1.0,1
205,0,0.0,0
189,0,0.0,0
267,1,1.0,1
54,1,1.0,1
522,1,1.0,1
600,0,0.0,0
265,1,1.0,1
260,0,0.0,0
442,0,0.0,0
670,1,1.0,1
78,1,1.0,1
378,1,1.0,1
493,1,1.0,1
315,1,0.0,0
81,0,1.0,1
380,0,0.0,0
293,0,1.0,1
55,1,1.0,1
459,0,0.0,0
483,1,1.0,1
428,0,1.0,1
217,0,1.0,1
251,0,1.0,1
200,1,1.0,1
277,0,0.0,0
73,1,0.0,0
485,1,1.0,1
64,1,1.0,1
13,1,0.0,0
388,0,0.0,0
193,1,1.0,1
155,1,1.0,1
381,0,0.0,0
6,0,0.0,0
531,1,1.0,1
652,1,1.0,1
48,0,1.0,1
619,1,0.0,0
70,1,1.0,1
29,0,0.0,0
683,1,1.0,1
398,1,0.0,0
247,0,1.0,1
60,0,0.0,0
186,1,0.0,0
75,0,0.0,0
634,0,1.0,1
50,0,1.0,1
621,0,1.0,1
63,0,0.0,0
632,0,0.0,0
427,1,1.0,1
547,0,1.0,1
165,0,1.0,1
424,0,0.0,0
