orig_index,true_label,prob_pos,pred_label
136,1,0.8376051115505695,1
144,0,0.37034192698648105,0
691,1,0.6190489514718432,1
152,1,0.777490213780911,1
475,1,0.5653271572302531,1
511,1,0.1704255976613787,0
699,1,0.7335948176816411,1
601,0,0.19837091886846447,0
508,0,0.6566828477564184,1
0,0,0.5444823573213403,1
212,0,0.32931306721252424,0
515,0,0.6418412623662805,1
501,0,0.40262425102532234,0
246,0,0.6940573491060793,1
417,1,0.3761599145592851,0
163,1,0.5024962028867975,1
530,0,0.277751082867084,0
625,0,0.1634388643827344,0
631,0,0.4990816250562857,0
482,1,0.625610482535936,1
134,1,0.8730754552631261,1
343,0,0.598718135098518,1
410,1,0.7200421070718056,1
546,0,0.3086316167510226,0
242,0,0.2881243558635617,0
535,0,0.7898973989371443,1
244,0,0.08835250152872404,0
622,0,0.796449468080696,1
91,0,0.552688138952243,1
557,1,0.42168321108976564,0
15,0,0.511760690018889,1
88,1,0.8279239066477241,1
358,1,0.8500583669943133,1
140,0,0.5677403263900209,1
66,1,0.4979322310415395,0
422,1,0.24103824759562328,0
577,0,0.46189403072071733,0
566,1,0.35633445201168273,0
560,1,0.8813778294375519,1
262,1,0.3888044631968336,0
394,1,0.8226258393484113,1
451,1,0.4954005167021045,0
705,0,0.32070363294336296,0
395,1,0.8180846265926508,1
384,0,0.11566348465341497,0
118,1,0.2865394946910156,0
27,0,0.2703860033309914,0
252,1,0.6591424889014671,1
567,1,0.38509201714237845,0
499,1,0.9189499402158102,1
559,1,0.6600353080360694,1
312,1,0.853373402228973,1
286,0,0.2749855996681172,0
370,1,0.8321490799634204,1
613,1,0.5187695524868333,1
610,1,0.7962870506911705,1
521,1,0.5925334828345584,1
170,0,0.6613761478332124,1
533,1,0.47339931663943646,0
69,1,0.584977059932713,1
346,0,0.6579000438934679,1
52,0,0.23036986637662465,0
514,1,0.7542431982460134,1
458,0,0.24085733485108288,0
142,1,0.5654941762674103,1
710,1,0.7810908905073866,1
250,0,0.3269058518240059,0
172,0,0.7539538076383745,1
477,1,0.6324658753675201,1
115,0,0.6239670341543739,1
264,0,0.25228332242790447,0
640,1,0.9233796656161054,1
333,0,0.4736891644789765,0
138,0,0.1598704660719634,0
605,1,0.6950783397781082,1
647,1,0.3780465109965405,0
167,0,0.3659983098927371,0
303,0,0.3971434483480121,0
494,0,0.8177709242817681,1
537,1,0.6927069356440563,1
379,1,0.7791226721733275,1
297,1,0.8309387489325871,1
534,1,0.6099487198426329,1
653,0,0.42999015779702765,0
455,1,0.5276594664498404,1
344,1,0.5826070458330161,1
509,1,0.3963717056737213,0
581,0,0.2712118304994953,0
21,0,0.24801963488894888,0
470,0,0.7927024153343372,1
296,0,0.24128541488261163,0
318,0,0.2561499671822227,0
92,1,0.440222441460989,0
161,1,0.6230883247174496,1
602,0,0.2666979171038482,0
568,1,0.8439398519278646,1
174,1,0.26180756680315426,0
87,1,0.8148176219728067,1
184,0,0.28970934049665614,0
180,1,0.5909165391343894,1
4,0,0.4061570191484434,0
704,0,0.28394963147916075,0
543,0,0.6518604700980116,1
145,0,0.19510450126661685,0
497,1,0.4810739197288618,0
123,0,0.3496712054094363,0
689,1,0.6252744986014728,1
222,1,0.8291568596286826,1
661,1,0.7036970814292871,1
311,0,0.5652594365112701,1
18,0,0.39910420331444046,0
412,0,0.3504585469128921,0
620,1,0.595612528463628,1
304,0,0.24419743644083472,0
