orig_index,label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
414,1,-1.154959898994259,-0.21487669935529177,2.6678566597664894,-0.3853637979523764,-1.8147975528955702,0.2762977157700589,4.624540427729756,2.1711811846938054,0.09405581187751057,-1.1984723820562477,1.1248174977246919,13.657456651160397,1.2250375609324347,2.5041217419374875,1.2297154259700105,-1.5677086583247468,0.6445205357943466,-0.7345483524685369,-0.9939428758078884,0.6566706558692297,-1.0715228156568553,-0.35492598926668295,-0.1894644672708329,0.24365504331863425,-0.3848771221487262,-0.3678230035841661,-1.1556501832346604,-2.033658631552853,18.210774312545922,-6.567809874355923,-0.9112622702752173,-99.48150923070308,640.2341635585908,-2.910819633045179
453,0,1.8758907271558116,1.7954075978201178,-0.08443343214437067,-0.3853637979523764,-1.8147975528955702,-2.061481411318506,1.5595199679087959,-0.6905512640083615,0.03545022974904007,-0.5569294993866719,-0.08265585848078541,3.9982166446126,-0.6030557652296841,2.71913261409599,-1.0035095170316697,-1.2307460815751174,0.22035426407412703,-0.7345483524685369,-0.9939428758078884,1.0152085452430948,-1.9176374657220285,-0.35492598926668295,-0.1894644672708329,0.32901736090225014,-0.3848771221487262,-0.3678230035841661,-1.1556501832346604,1.694145841302806,18.210774312545922,-4.517941307978797,-0.86055207718918,-99.4815088756481,-4.675508393618018,-2.8916459508094916
5,0,1.6759197376684172,-0.11310116375619052,-0.5153247498123824,-0.3853637979523764,-0.7518153539704847,-1.4577306457641017,1.5076583696038723,-0.6905512640083615,0.3828976095106872,-0.5712656531893441,0.45538926397346874,9.790412558417692,-0.6030557652296841,2.647462323376489,1.7735030598451238,-1.5677086583247468,2.3574997100490798,0.6301192437100182,-0.3320196380434707,0.977467714782688,-1.3925663176319387,-0.35492598926668295,-0.1894644672708329,0.6259297698887407,-0.3848771221487262,1.1793923033358247,-1.1556501832346604,-0.5425368424105894,14.42136616302072,-5.621455079522194,-0.9155060976654856,-99.48150927009223,33.90883095395004,-2.9042248633593553
279,0,1.121161508767904,0.11016710522189477,0.1885396015615427,-0.3853637979523764,-1.8147975528955702,-2.1808274928815856,1.7877110004504577,-0.6905512640083615,2.5554902612732766,1.91964107002493,-0.6394699968346066,14.067597691299776,-0.6030557652296841,5.859187226244119,-1.0035095170316697,-1.018724684968609,0.6771487105420558,0.39617622722226586,-0.9939428758078884,2.0625165905193854,-1.0475195631727368,-0.35492598926668295,-0.1894644672708329,0.28819190466660755,-0.3848771221487262,-0.3678230035841661,-1.1556501832346604,1.694145841302806,18.210774312545922,-5.8498546857654,-0.8622748800295287,-99.48150887436402,17.37268551927801,-2.8925008283623344
57,0,-0.08930804533885488,1.0264368844046865,-0.18820830446232092,-0.3853637979523764,-1.8147975528955702,0.8800484813244633,2.295954663838705,0.16847677121484675,1.0401173519513935,0.016516652720211394,0.4178512321743347,15.113875854920638,1.046449402959226,3.2745773671721214,-0.11127543814920175,-1.5677086583247468,0.872917759028311,0.5833306404124677,-0.9939428758078884,4.11939185061156,-0.39343093298051046,4.687790066325635,5.277744822919279,3.0754571440272884,-0.3848771221487262,-0.3678230035841661,0.042402775842922874,0.3688367951131624,18.210774312545922,-6.6859476017230985,-0.8581235107523382,-99.4815091580683,11.860637041054003,-2.885312878335516
423,1,1.7726798938719952,1.9389371993060298,0.9645951684609984,-0.3853637979523764,-1.8147975528955702,-1.822789248192346,-0.5823640420845319,-0.6905512640083615,-1.0864280567102549,-1.1984723820562477,-0.6394699968346066,6.743650545953743,-0.6030557652296841,1.4828200991846017,-1.0035095170316697,-1.1020188050640232,2.512483540100699,0.22461801513124752,-0.9939428758078884,-0.6736936178601124,-1.176537045274873,1.4747320486030964,-0.1894644672708329,0.9636676351108739,-0.3848771221487262,-0.3678230035841661,-1.1556501832346604,-1.2880977369817213,18.210774312545922,-0.5952317697186875,-0.9020811796465978,-99.4815091481001,94.54136421441412,-2.8947390532252957
179,1,-0.15026694374710894,1.7014609495747937,-0.176928427036457,-0.3853637979523764,-1.4695554711934058,-0.09578124439719006,3.4939575846824305,0.7530224756566748,1.5298925740250409,-0.384895653754607,1.850552779174616,5.220269539721767,-0.6030557652296841,5.5904236360459905,-0.4016474756553304,-0.9240722757692749,1.3460262928700946,-0.7345483524685369,-0.5627471666356392,0.40192005026148325,-1.4075683504345127,-0.35492598926668295,-0.1894644672708329,-0.6953304501011427,-0.3848771221487262,-0.3678230035841661,-1.1556501832346604,1.1973040611606043,18.210774312545922,-7.390120055454115,-0.8836912609554356,-99.48150897334335,44.93292791039804,-2.892656943862543
409,0,-0.9624071881491392,-0.7617389789561604,1.1698889376117265,0.3609428170841683,-1.8147975528955702,0.8695179447159564,4.79049754230551,-0.6905512640083615,3.1582905345946894,1.91964107002493,0.26769910497779864,16.494963030900173,-0.6030557652296841,5.859187226244119,-0.23798323633369423,-1.018724684968609,6.591005383564348,1.5269008069130685,-0.44549219308879945,-0.6736936178601124,-1.9176374657220285,-0.35492598926668295,-0.1894644672708329,1.3644993872426363,-0.3848771221487262,-0.3678230035841661,-1.1556501832346604,0.2030240521605424,18.210774312545922,-6.142156062720852,-0.873160281875881,-99.48150916797138,144.14980051843017,-2.8913284248626323
637,0,-0.7788854252163532,1.9389371993060298,1.4631657506841949,3.2277896072590333,-1.8147975528955702,-0.22565786256877704,0.6000803992677166,1.0935838860706095,1.11546738611657,0.6867318429951311,-0.6394699968346066,6.852463474970312,-0.6030557652296841,5.791996328694586,-1.0035095170316697,0.42377803122924224,2.3574997100490798,0.6301192437100182,-0.3320196380434707,-0.6736936178601124,-0.864494762981334,2.2482460158325965,-0.1894644672708329,1.9286329643169684,-0.3848771221487262,-0.3678230035841661,-1.1556501832346604,1.694145841302806,18.210774312545922,-6.485292461755517,-0.8592730732916047,-99.48150920744452,50.44497638862205,-2.8858474385015254
261,0,1.2901692482701537,1.789898380793386,-0.021266118559531,0.2940325688395126,-1.8147975528955702,-0.38010573282688026,1.5076583696038723,-0.01959445543165442,1.11546738611657,-0.7253793065680688,1.8317837632750493,3.9145143915229306,-0.6030557652296841,1.075195320717441,-1.0035095170316697,-1.5677086583247468,0.571107142612001,0.29480092007757325,-0.9939428758078884,0.5717537873333143,-1.5215837997340749,-0.35492598926668295,-0.1894644672708329,1.6020293144318287,-0.3848771221487262,-0.3678230035841661,-1.1556501832346604,0.2030240521605424,18.210774312545922,-7.222579278460668,-0.9048148578565963,-99.48150910427731,-4.675508393618018,-2.899278786094987
579,1,-0.7282476101364808,0.6184648656356396,1.1856807660079363,-0.3853637979523764,-1.430185760122106,0.19907378064100759,4.033318207053632,-0.04500948605956001,1.0317451259330404,-0.5175050764293238,1.337533011253118,10.108481120158435,-0.6030557652296841,3.2566597944922466,-0.00040611473777085467,-0.8483503484098077,2.0720031810066244,0.2558104173296145,-0.7556505102126981,0.5245777492578056,-0.7774829727264049,-0.35492598926668295,-0.1894644672708329,-0.15346530370079714,-0.3848771221487262,-0.3678230035841661,-1.1556501832346604,0.9485849467316743,18.210774312545922,-4.329457933861163,-0.8866714941336413,-99.48150871224459,0.8365400846059896,-2.901726844539766
154,1,-1.0752940370533133,1.8989228861645029,0.6532705515071467,-0.3853637979523764,-1.8147975528955702,0.7361311476748669,3.841430293325416,-0.6905512640083615,4.0206298144850425,-0.7612196910747493,6.2299898224069175,4.61761331747615,-0.6030557652296841,9.097788488131561,-1.0035095170316697,-0.18199738764649573,5.465333354768383,0.21681991458165578,0.8518773529294594,-0.6736936178601124,-1.9176374657220285,1.459856780002529,-0.1894644672708329,0.9376877993245559,-0.3848771221487262,-0.3678230035841661,-1.1556501832346604,-0.009908139328971924,18.210774312545922,-7.678483508163996,-0.8857222575060433,-99.48150907201004,6.348588562829996,-2.904285926040654
35,0,-0.7943670502089256,0.3258964456370836,2.065511205225343,2.780005638237107,-1.8147975528955702,-1.6086683371527029,1.969226594517689,0.8750146226706217,0.8475561535292758,-0.09458853925049727,0.32400615267649974,12.385182404197431,0.8970847617452695,1.4738613128446643,-1.0035095170316697,-1.5677086583247468,3.262931559298011,-0.7345483524685369,0.17104202265748686,-0.6736936178601124,-1.4555748554027494,-0.35492598926668295,-0.1894644672708329,1.5278012121852065,-0.3848771221487262,-0.3678230035841661,-1.1556501832346604,1.694145841302806,18.210774312545922,-6.077180312668904,-0.8626724499157629,-99.48150918376503,-4.675508393618018,-2.8983492763759813
706,1,0.3844941862046647,1.8545591911597665,1.2646399079889856,-0.3853637979523764,-1.8147975528955702,-0.8434493436011905,2.871618405023352,0.19897480796833344,1.4838453309240995,-0.25587026953055825,1.556504863414733,10.52699238560678,0.2509203356240232,2.647462323376489,-1.0035095170316697,-1.234532177943091,0.21219722038719974,-0.7345483524685369,-0.9939428758078884,0.1566046522688387,-1.6536016883967262,0.9540976475832404,-0.1894644672708329,0.3030375251159321,-0.3848771221487262,-0.3678230035841661,-1.1556501832346604,0.841820626629088,18.210774312545922,-6.163993642628117,-0.8957909460202089,-99.48150917831352,11.860637041054003,-2.8993805572314626
