orig_index,true_label,prob_pos,pred_label
423,1,0.9249402059902253,1
179,1,0.986494689081635,1
261,0,0.9634639668132456,1
706,1,0.9722411655265882,1
28,0,0.991192369388866,1
130,1,0.9998280296323422,1
20,0,0.8747546199581198,1
171,0,0.9362057512143733,1
273,1,0.874934403531148,1
191,1,0.3288684802958039,0
490,0,0.02945744232004229,0
452,0,0.9721718520567882,1
336,0,7.410997030525432e-13,0
700,1,0.9883883855824132,1
561,0,0.9760215050094959,1
8,1,0.9983850735280715,1
110,1,0.9999905112036476,1
51,1,0.9871471718370369,1
31,0,0.9610944820821327,1
446,0,4.378850621513736e-15,0
676,1,0.5209135462019938,1
159,1,0.9657905649103801,1
504,0,0.9387686085512927,1
516,1,0.5667292218785771,1
518,1,0.9982985182631327,1
357,0,0.28494676711547035,0
337,1,0.9990521615497341,1
462,0,0.08638666758666884,0
362,0,0.792883336364756,1
629,0,0.34542372203114735,0
371,1,0.9758478724823868,1
512,1,0.9999986459451905,1
328,0,0.11100098305921173,0
618,1,0.997095209044905,1
603,0,0.5957836294854768,1
313,1,0.9895182877112957,1
89,0,0.9644940336461792,1
309,1,0.5568365498248548,1
137,1,0.9968878948822619,1
480,0,0.9890634338706572,1
460,0,4.528757228803618e-05,0
456,0,0.9910911386215975,1
23,1,0.9952373414141061,1
538,1,0.719485725044158,1
443,1,2.127887623372587e-32,0
376,0,0.796423762626935,1
278,0,4.290185919471339e-05,0
555,1,0.999512406361818,1
177,1,0.4551522042217445,0
496,1,0.9917678234861201,1
707,0,0.9713346871753457,1
129,0,0.9181878242627313,1
355,0,0.6049918571075156,1
206,1,0.9094341856474295,1
626,1,0.9987905779912581,1
321,1,0.9980430291843837,1
678,0,0.1460390344854099,0
71,1,0.9955245224145401,1
327,1,0.9875998305488544,1
291,1,0.9226015660836148,1
668,0,0.0002278017498094552,0
233,0,0.00038870165750020736,0
329,0,0.285345206298415,0
657,1,0.9992931097212752,1
211,1,0.7845632293302736,1
93,1,0.9973429439773328,1
281,1,0.9968894694933231,1
438,1,0.8458427178372555,1
386,0,0.4118964172677185,0
540,0,0.8204830057725117,1
544,1,0.9999651565438961,1
76,0,0.5740221044035452,1
282,1,0.7748729222222925,1
289,0,0.3904217407616578,0
320,1,0.9951470474921066,1
548,0,0.981923302819402,1
363,1,0.5381436134413095,1
306,1,0.9986288003964919,1
585,0,0.2828654911525299,0
654,0,0.028011161898028717,0
194,0,0.8252183653194854,1
583,0,0.012458933133893178,0
439,0,0.7978127331737769,1
68,0,1.21837785804755e-07,0
466,1,0.999710998217367,1
348,1,0.9883121310723502,1
139,1,0.04311277077379618,0
587,0,0.886830170762762,1
616,0,0.7934343563519701,1
503,1,0.9155163280201928,1
287,0,0.8845864938888963,1
74,0,0.9470869498401444,1
45,0,0.7404967611559693,1
77,0,0.9222917189760889,1
85,0,0.9983377523587286,1
182,1,0.9162542848124856,1
210,1,0.9349597539575023,1
375,1,0.9924347690442292,1
176,0,0.8982852297035565,1
677,1,0.9922501511371943,1
476,0,0.9996019993847831,1
101,0,0.4051765862658681,0
331,1,0.9998584199604261,1
698,1,0.9935515715656771,1
3,1,0.9085673998978371,1
433,0,0.4074357115293608,0
513,0,1.5241344915229537e-06,0
254,0,0.34746895840387193,0
120,0,0.9377247284958227,1
44,1,0.9620933935088687,1
434,1,0.9820030194623987,1
505,0,0.8614730371177897,1
411,1,0.8110147651143805,1
156,1,0.9932647333749671,1
714,1,0.00016332449322535198,0
