orig_index,true_label,prob_pos,pred_label
579,1,0.7433855147972981,1
154,1,0.9873940223763569,1
35,0,0.15790314590855423,0
334,1,0.24910888932409417,0
397,1,0.38364260073858886,0
655,0,0.18752146132837672,0
178,0,0.6239526798111986,1
166,0,0.5436890571449031,1
43,1,0.9559624867243203,1
674,0,0.23009399412824239,0
347,0,0.10295171247388413,0
67,0,0.004990378928009698,0
447,0,0.16905789942666366,0
173,1,0.13508898864900826,0
240,0,0.0230194231241192,0
338,0,0.04577969150229173,0
125,0,0.18599819979006926,0
146,0,0.32282514634279713,0
324,1,0.3566926339365351,0
308,1,0.5541850502729159,1
643,1,0.3477507360682617,0
563,1,0.47345370365871625,0
220,1,0.7855215478027657,1
225,1,0.20010582660417445,0
113,1,0.7470866546715816,1
419,0,0.13538886746220016,0
693,0,0.14026556812643123,0
150,0,0.6263749800188878,1
539,1,0.9662807428201027,1
366,1,0.9794011498462553,1
238,1,0.360950321476172,0
298,0,0.012965289721440782,0
301,0,0.03614543983375974,0
436,1,0.766567678616777,1
257,1,0.48040645338098414,0
425,0,0.3480239237826982,0
17,1,0.35332395983244524,0
572,0,0.008093717576819684,0
608,1,0.9654872340747188,1
183,1,0.07662069654364254,0
468,1,0.8083007027597959,1
387,0,0.11374919902481097,0
444,1,0.4621187404823352,0
132,1,0.5262852256619824,1
19,0,0.6642853937721409,1
12,1,0.27338094669774915,0
492,0,0.11762935281100859,0
143,1,0.6724447710472017,1
356,0,0.6571769494123729,1
32,1,0.8891594611100222,1
450,1,0.5258270700582353,1
649,0,0.46782188484097925,0
495,1,0.709753863217654,1
589,0,0.2377984422884301,0
214,1,0.8112998611930148,1
488,1,0.6563067082683378,1
595,1,0.8593556942703128,1
474,0,0.8307315166150395,1
418,1,0.20580053040892657,0
404,0,0.35943390816471565,0
205,0,0.9152139092808448,1
189,0,0.0889012959507704,0
267,1,0.557347524581734,1
54,1,0.9796665842733642,1
522,1,0.3968712359069521,0
600,0,0.14681517591226573,0
265,1,0.9082419051374038,1
260,0,0.010253194982552625,0
442,0,0.04594666259853378,0
670,1,0.9553136353970346,1
78,1,0.6293620369605356,1
378,1,0.9469830088255015,1
493,1,0.38151809243303864,0
315,1,0.1185191657220578,0
81,0,0.05470918882040472,0
380,0,0.34321923944057037,0
293,0,0.5553742042815717,1
55,1,0.9066060937406624,1
459,0,0.0704183737145365,0
483,1,0.41900970745886296,0
428,0,0.6971038663633536,1
217,0,0.5796824401881501,1
251,0,0.012086988180855155,0
200,1,0.9616538411042491,1
277,0,0.5720866107102319,1
73,1,0.8874567774312218,1
485,1,0.9591142498203784,1
64,1,0.971492019099756,1
13,1,0.7533720829411927,1
388,0,0.12539302471271394,0
193,1,0.8570772254072712,1
155,1,0.8749204680119915,1
381,0,0.16066214408421087,0
6,0,0.09405756914114846,0
531,1,0.1444373579180652,0
652,1,0.8512754291579055,1
48,0,0.7359662138790555,1
619,1,0.9893441304858863,1
70,1,0.4309495987376183,0
29,0,0.044779997359377516,0
683,1,0.42610757593557,0
398,1,0.6507270650585179,1
247,0,0.06052863733969376,0
60,0,0.7332188432641471,1
186,1,0.5510671639201371,1
75,0,0.169460761370929,0
634,0,0.604779288375407,1
50,0,0.9060346731885691,1
621,0,0.16861139725847674,0
63,0,0.06697196307241897,0
632,0,0.1164759538359385,0
427,1,0.8872340857984254,1
547,0,0.9001832453461419,1
165,0,0.47957885911540543,0
424,0,0.21962573574720734,0
