,social_timestamp,social_karma,syntax_ari,lex_liwc_WC,lex_liwc_Analytic,lex_liwc_Clout,lex_liwc_Authentic,lex_liwc_Tone,lex_liwc_WPS,lex_liwc_Sixltr,lex_liwc_Dic,lex_liwc_function,lex_liwc_pronoun,lex_liwc_ppron,lex_liwc_i,lex_liwc_we,lex_liwc_you,lex_liwc_shehe,lex_liwc_they,lex_liwc_ipron,lex_liwc_article,lex_liwc_prep,lex_liwc_auxverb,lex_liwc_adverb,lex_liwc_conj,lex_liwc_negate,lex_liwc_verb,lex_liwc_adj,lex_liwc_compare,lex_liwc_interrog,lex_liwc_number,lex_liwc_quant,lex_liwc_affect,lex_liwc_posemo,lex_liwc_negemo,lex_liwc_anx,lex_liwc_anger,lex_liwc_sad,lex_liwc_social,lex_liwc_family,lex_liwc_friend,lex_liwc_female,lex_liwc_male,lex_liwc_cogproc,lex_liwc_insight,lex_liwc_cause,lex_liwc_discrep,lex_liwc_tentat,lex_liwc_certain,lex_liwc_differ,lex_liwc_percept,lex_liwc_see,lex_liwc_hear,lex_liwc_feel,lex_liwc_bio,lex_liwc_body,lex_liwc_health,lex_liwc_sexual,lex_liwc_ingest,lex_liwc_drives,lex_liwc_affiliation,lex_liwc_achieve,lex_liwc_power,lex_liwc_reward,lex_liwc_risk,lex_liwc_focuspast,lex_liwc_focuspresent,lex_liwc_focusfuture,lex_liwc_relativ,lex_liwc_motion,lex_liwc_space,lex_liwc_time,lex_liwc_work,lex_liwc_leisure,lex_liwc_home,lex_liwc_money,lex_liwc_relig,lex_liwc_death,lex_liwc_informal,lex_liwc_swear,lex_liwc_netspeak,lex_liwc_assent,lex_liwc_nonflu,lex_liwc_filler,lex_liwc_AllPunc,lex_liwc_Period,lex_liwc_Comma,lex_liwc_Colon,lex_liwc_SemiC,lex_liwc_QMark,lex_liwc_Exclam,lex_liwc_Dash,lex_liwc_Quote,lex_liwc_Apostro,lex_liwc_Parenth,lex_liwc_OtherP,lex_dal_max_pleasantness,lex_dal_max_activation,lex_dal_max_imagery,lex_dal_min_pleasantness,lex_dal_min_activation,lex_dal_min_imagery,lex_dal_avg_activation,lex_dal_avg_imagery,lex_dal_avg_pleasantness,social_upvote_ratio,social_num_comments,syntax_fk_grade,sentiment
social_timestamp,1.0,0.007378575117426196,-0.034064114108930114,-0.04350550579005831,0.022066143281767328,-0.10789566441648289,0.07297480303381489,-0.09384265751213133,-0.045009390373687376,0.0031790169045612243,-0.003718575462022172,-0.04206156000610779,-0.03551501484173114,-0.047439005345417985,0.0677647286480395,-0.10673512861780217,0.022789870425286622,-0.11251114663810662,0.01871715696538246,0.004457005331894928,0.016605320538479847,-0.03241960294634941,0.0028880347784366344,-0.06565278852969951,0.0008559814003778301,-0.007743601097646452,-0.018486352838295486,0.06673912720013467,0.02157062246526887,-0.05296723452144386,-0.02328257718015183,-0.017607548407079718,0.06588961803456478,-0.036764799401064266,0.10545918922323029,0.005823284915511867,0.10901464547071568,0.06940889650596437,-0.10749431556338225,-0.0033847390048682025,-0.11159313740417187,-0.10928178326762422,-0.035392198361471484,0.05107098640720631,-0.01527828490052069,0.07006251909917728,0.012319685018117211,0.07619481438979281,0.06433082301109425,0.010741692909559251,0.05952941677074424,0.027888481318875412,0.005772037537041605,0.025995026916848688,-0.006388872757505272,0.04321963945565007,-0.017826597232270876,-0.007145644582574141,-0.04592534547001606,-0.062057079198854906,-0.14046288233578547,0.009426375533818705,0.035424743383130064,-0.06026099343850041,0.008384538173655875,-0.02737122788826863,0.0309083424170384,-0.06496374115793331,-0.0054275093524843885,-0.06733617990864696,0.034862388294179265,-0.016501480657790862,-0.003612643582109905,-0.1069557655392203,-0.01806110083997971,0.01206129362389954,-0.055321616959921965,0.10136312057412988,0.005623307598507552,0.07638419644912364,0.056887859396440185,-0.026712915950278245,-0.08226624742334007,-0.04188007883463563,-0.06916219417106473,0.017127031621117214,-0.051734749604098046,-0.04512959909820664,0.019056355621439793,0.02632448785147069,0.019072114678204286,-0.03043552212406968,-0.02238372319169181,-0.0304066613360124,-0.09328458861713287,-0.019363850378328013,-0.02261455266734939,-0.040111820110325234,-0.02703722255633577,-0.009234999263255031,-0.0006632817034644001,0.059471755200894566,0.02149323258472488,-0.011350097136237716,-0.04224000205392236,0.04238876538013276,-0.026089972366041204,-0.04530483891363227,-0.0702692852858085
social_karma,0.007378575117426196,1.0,0.024729127715603153,-0.10239987190045695,0.07210296974456674,0.04239264474462575,-0.04356426478372373,0.11430075485813687,-0.08591772595693546,0.06625067283559898,-0.10044906969469214,-0.08403311372121351,-0.026995416982632414,-0.054212349642457094,-0.06781696165770293,-0.04893847385744251,0.15248996553930688,-0.09415045766881855,-0.016300279261382777,0.035327870947067734,0.055096591083035086,-0.016610076140225725,0.00819268469850561,-0.041895983219516805,-0.11680048286706082,-0.024951101414659813,0.030849576684349546,-0.04827542406598158,-0.10933741897748483,-0.01584178139488336,-0.08819077935717454,-0.029336545267117025,0.03412794124063849,0.09142099769844618,-0.06088695788946509,-0.12118791190678901,0.04785612350534227,-0.09188475106272458,-0.0019795771166726617,0.06468352400957947,-0.06720053221784066,-0.09731938784949797,-0.0002515672447381895,0.017978613879853753,-0.052631857526833664,-0.003023848949534804,-0.024032720445745396,0.011388615840173713,0.050051445850585435,0.014275431450200417,-0.03503014574222125,0.07001686259082557,-0.038763200348599834,-0.0718111971395422,-0.04438832796712885,-0.014545840422537936,-0.013498199085004395,-0.003376382887556822,-0.00897103669199314,0.022747219303933947,-0.06571718913120368,0.024448714853518294,0.05176719089519823,0.0720818995893493,0.07084703171998015,-0.05886448461243454,0.0657150581948858,0.010068160640398257,-0.06624961143436213,0.05050003777383392,0.0011065919121023187,-0.14143748141842316,-0.0013054582425239918,-0.02349292767218914,0.06616082896223423,0.03142262674593063,0.07612772265564452,0.05266430398789764,0.0031815910470564266,0.038239648519436883,-0.006394964275237559,0.0015353206069237575,-0.033299144349886685,-0.009515838983248244,0.07335910217604441,0.08404752265381286,0.044727864530216405,0.030409138785034647,-0.01848169260578747,-0.01229747266691975,0.04549335333127451,-0.04644259677276403,0.048163483467395796,-0.0017433980318073568,0.06785443411680257,-0.04179743622218875,0.059487746903151395,-0.008589627497602866,0.018142349227267686,0.03694204147870987,-0.028720671293139613,0.018556851774813855,-0.02958043779290229,0.02635232381181685,0.06247821227310622,0.15630775507592498,0.41154777159579886,0.021923262436371056,0.03123429450409244
syntax_ari,-0.034064114108930114,0.024729127715603153,1.0,0.5893260637316384,0.280579855100456,0.16348834440368704,-0.08175894060828728,0.03722490764721315,0.5790195528449391,0.4709184375464529,-0.19279322613197258,-0.2349990248844199,-0.2807467724039477,-0.27613611411200034,-0.29019669296130446,0.0581608859178154,0.003025629318683895,-0.014623403133583167,0.12867318667596633,-0.04366527669477929,0.14572245778793994,0.13762240321390334,-0.20718612486317212,-0.08630052618099072,0.007206652911995224,-0.18859368158553713,-0.3269536563780777,0.053865304899430144,0.06724742900336086,-0.015096198858268338,0.0423350792826492,0.08382309103395663,-0.024930157303073023,0.038167191336062424,-0.029781034653571944,0.07310353122288812,-0.02303720394073876,-0.037141397519973314,0.009927353374505114,0.03804832541486508,0.006299857749609486,0.04546708528488966,-0.04155029209740987,-0.0008535607245967894,0.017373605864286944,0.1728126919771628,-0.10036375172663402,0.05244364749536726,0.034937979735506074,-0.06602330761514331,-0.04674895373430757,0.07316157918049418,-0.0005556025728650668,-0.0510918005024951,-0.00501415945284986,-0.024278826679231084,0.1024126524116432,0.044044543598340244,0.08869209724768252,0.097170510872824,0.06885341363299398,0.09815751524520162,0.04586635505749428,0.005371065668814747,0.09425298555086695,0.012360079537158097,-0.2994127113966607,-0.05016618173673137,0.07303042511473581,0.08038628200971523,0.04606673445120954,0.0700100163692785,0.18227208254410915,0.13259449055528932,0.10602167173602099,0.10112182243712958,0.046113364219297986,0.022613420180296436,-0.1279705880437565,-0.1250742919712917,-0.12153336620947594,0.016330567093264293,0.07435709989142694,-0.002895486618701394,-0.3096391600666998,-0.463768757522274,0.28776154635058687,-0.0540421023445044,-0.018582462748431852,-0.1496413003068607,-0.04438385132658193,0.15921353893409548,0.00694573289543855,-0.2547814912609222,0.13090391644935986,-0.07262026901030598,0.12177389185184578,0.14389233572330978,0.18094695068587008,-0.18591196082205097,-0.13576105623581183,-0.05820241336973169,0.032936666143364664,0.07294901905979052,-0.10445327781933042,0.022296946327052963,-0.080473592915482,0.964886568730231,0.08359736767262371
lex_liwc_WC,-0.04350550579005831,-0.10239987190045695,0.5893260637316384,1.0,0.053654392365631826,0.0005559402584170524,0.036586607061280634,-0.035166474846827916,0.9171252525927498,-0.007386770869332212,0.0799866084229162,0.08757858588919573,-0.061209488045960894,-0.031008340006182595,-0.03262775022243543,0.07987022749746235,-0.04960149870258883,0.10864508470926233,0.1178909624297245,-0.025439426811238525,0.07506692625647203,0.13754402200751686,-0.07474642592155246,0.03648293894417708,0.20829085862247212,-0.004526621317121549,-0.09023628474074806,0.03102144798106221,0.15667301978203993,0.062485392020222116,0.11072371136026578,0.08955781355165303,-0.1146126469780476,-0.0393536399600867,-0.010361323199703858,0.07231062785344107,0.0661942943539665,0.0639055389748072,0.014207306482289142,0.08700410993538756,0.08317619534621497,0.13718840458239295,0.08252171696959162,0.00467411612129994,0.0347489273265996,0.17973949140839693,-0.04293559609614567,-0.0018549350679505463,0.016259400941492728,0.04961548079600495,-0.012732332529029245,0.02937938374772958,0.05174127514201771,0.08444608872044722,-0.003113353351646722,0.05408464095966535,0.0015159200575212987,0.0825273166402718,0.1464569024100147,0.034026316021450974,0.04961879582852712,0.12120449281467972,-0.02627164090376781,0.07046632710845131,0.10293223809086786,0.04200188118872982,-0.11066707929562872,0.07495729892865532,0.09535691992519653,0.0947783730015341,0.06225213188263365,0.10508776887107603,0.11811897465702327,0.11371649943743997,0.1789551450281156,0.10070340490944903,0.05523346112262735,0.03693689773594394,-0.01499295361552347,0.031041688127098944,-0.06383788841882385,0.03154521958992984,0.09364840707178695,0.04173583278506818,-0.4225582907234778,-0.6870820341401316,0.12673970643210444,-0.05594541338333632,-0.037163527196578075,-0.07461129243301215,-0.07232632792838149,0.09102265164661838,0.12108996215016349,-0.06896891870321523,0.17821993775032552,-0.10533466269086304,0.19021897137971128,0.16616140105624222,0.2633710163064653,-0.26205188444067073,-0.21231943899454941,-0.06473526483228952,-0.03296807505852608,0.009471268087645165,-0.04305481047449153,0.019299983349451533,-0.01085351860572049,0.6037209883691856,0.006550026109450373
lex_liwc_Analytic,0.022066143281767328,0.07210296974456674,0.280579855100456,0.053654392365631826,1.0,0.24159702041243647,-0.007316951869760948,0.13250519497584176,0.07763193718381722,0.16622926452975817,-0.3843063692498409,-0.6342865415756228,-0.7250083764472932,-0.5446410794515041,-0.4310744925208438,0.04974082780114826,0.00031483138142050657,-0.21478925035713556,0.03688283987139539,-0.4322691282001046,0.6249483121364786,0.5747027586962038,-0.5159378673034947,-0.4892191346273795,-0.38676299288975957,-0.4061538291006202,-0.5398277106930014,0.06494493779815133,0.017722276490455772,-0.27166270548194477,0.23809189886453822,0.15936215806030007,-0.15009314177176997,0.004881477446594194,-0.20200239307193257,-0.1288488228907765,-0.11739693002370258,-0.10146993530238083,-0.12382038121718314,-0.005084247648276856,-0.019051061842520554,-0.07312244269524272,-0.15018711274730712,-0.43029021460349437,-0.18292993115962197,-0.15159731739909546,-0.19613381573631708,-0.16283694334443988,-0.141108597011959,-0.37220033520223506,-0.13646375495761465,0.010748803491969616,-0.07566080430137896,-0.1747530753863928,0.01138097742648077,-0.0018014884817320925,0.0610690469068964,0.002152363875432231,-0.005965065086420834,0.18828293797009824,0.043364154245682525,0.15845768842494873,0.1929588432329779,0.08017718419575355,-0.04975893967641445,0.009729115108982984,-0.42808883545765847,0.0036379934161935934,0.35818090726557844,0.2287768762941271,0.3823513336519616,0.07432384788113466,0.2563545906405445,0.1239040283803433,0.13110292624086187,0.2445768852909049,0.009203624885496819,0.08072969446462784,-0.11528838614545178,-0.08436924556927504,-0.02405677835249501,-0.0973997250778065,-0.037876109920002184,-0.08528868133793345,-0.18451645533586222,-0.017362087872291772,0.017921880182500675,0.031581193918888195,-0.011104649165797113,-0.15347065580409822,0.06609448204328602,0.12134594500894355,-0.03014020216862944,-0.4162995050366244,0.05071814776158437,0.08370939807775717,0.025912765083420556,0.10192188942278506,0.11686419686905757,0.07131709864192091,0.003472336717638693,0.0620117595236823,0.09069921146908932,0.42736981941313146,-0.12683536666642645,-0.08529717229314357,-0.02200908034845469,0.23515209150310518,0.11948288452862137
lex_liwc_Clout,-0.10789566441648289,0.04239264474462575,0.16348834440368704,0.0005559402584170524,0.24159702041243647,1.0,-0.6783795314612149,0.2806242973928151,0.03747031413829744,0.02733187234573195,-0.08718847106637873,-0.15574165116641558,-0.05521361393668115,0.03593731080791045,-0.6976850590202144,0.477129385041814,0.3099373086415256,0.39107268102145226,0.21493190235152734,-0.1292723919601899,0.14883712527400236,0.08008968689826694,-0.21733691761860457,-0.21228084428602517,-0.11747454878001216,-0.3129662850830798,-0.17210717468377665,-0.0412136473186424,-0.04666828072929354,0.02660726970703805,0.07666277853448726,0.02295044821388087,-0.11654223913050388,0.16411422044189117,-0.2805603229000307,-0.2914546408698536,-0.1002046498806623,-0.11301591121893383,0.804818427725761,0.14747348217885703,0.27083548598805757,0.32016147861404337,0.2705479902066753,-0.3032947613671886,-0.18240940309351797,-0.042806774835914135,-0.02267048210862589,-0.06650497934431927,-0.05326531349127438,-0.3454831484316423,0.0010696784172628804,0.10401409789925949,0.24894590558473553,-0.25600232254888367,-0.1673789852872707,-0.12257170988824108,-0.18307097419849075,0.005534803271390466,-0.0225955251022059,0.3866943142657458,0.550366242214461,0.03177763938023231,0.04950266085042519,0.0075065155265550566,-0.056932718577863944,0.11802260203387371,-0.22479332298491103,0.00018054715917216685,0.003668811735031781,0.029482887028213035,0.019598034554640535,-0.04127458999817742,-0.0018532805857068367,0.057180122344329336,0.03736726024731634,0.02951754737270774,0.06467523978145004,-0.09944972253919877,-0.0502794306619977,-0.19454583103672632,0.032852889870221634,0.01564781177641359,0.048940827063557416,-0.08299009484348399,-0.10885655764536638,-0.06593028104016194,0.011529231739335405,0.04911470205883499,0.02458136924116275,-0.09758221297241287,0.08854238723544326,0.012884903549654173,0.04758682160354368,-0.26582417267157543,0.010040681402480295,0.0717377740999199,0.09206106115580334,0.03915394324337323,0.039708930754168884,0.1924201890234918,0.022540498182404528,0.046691586166956296,-0.0556245731999181,0.29330511681822813,-0.012671454251871508,-0.12230589906068536,0.10902715183753159,0.08098094895484022,0.1830223736486371
lex_liwc_Authentic,0.07297480303381489,-0.04356426478372373,-0.08175894060828728,0.036586607061280634,-0.007316951869760948,-0.6783795314612149,1.0,-0.21006318221104225,0.012491494793620841,-0.028796320637322972,0.19068891087265546,0.016588150815553985,-0.07418799307786902,-0.07462719477931745,0.4932154971392693,-0.18082018518578066,-0.20604144202463376,-0.4482987840874654,-0.1234945978020944,-0.011249846990753137,-0.01768047304690974,0.10104517676805662,-0.014478970766751288,0.19126865168287732,0.030387114069123016,0.12424259828660732,0.054255018373940936,0.10378224163713459,0.10088332713993377,-0.036631735951843956,0.061289661163067735,0.02187346596275478,-0.03153717376544101,-0.20720822039767275,0.15209946770253796,0.1848422073222656,0.04532739726904453,0.0695178150574288,-0.6150237579963314,-0.12098450669881279,-0.12240258895719063,-0.30523479844871043,-0.2743260857482139,0.1297146771427364,0.23518341402198875,-0.0638828269165531,-0.2246874950881653,-0.048743924550752195,0.06279169879268086,0.20158838967972023,-0.04543351047878697,-0.17530519533899683,-0.21297599619852386,0.20534360412120425,0.09596121088922444,0.08848258663537592,0.11915266684057142,0.0030408910640617203,-0.008438983253819476,-0.19491338683005774,-0.3001793651466038,-0.003930115279756336,-0.015688419788685952,-0.03415227880513064,-0.026118258653439686,0.08750385734947172,-0.0005287776943827992,0.055441637310680865,0.5166853145757764,0.14882362609157548,0.31435286723445016,0.4286201688077133,-0.02487058492122439,-0.04563114057452991,0.02127516295946972,-0.08698400719966451,-0.027778734787947144,0.10062498646982462,-0.00010086094878634146,0.12531119592881615,-0.05216857012900356,-0.03206133341423657,-0.07795217801749561,0.06312054551056447,0.023076834964869314,0.0568158820427024,0.034090985746488126,-0.055420233898941,-0.0450505729839107,0.007282679635827669,-0.075283569086096,0.03589772817362225,-0.038193620065574946,0.13947613123423827,-0.04827730849745728,-0.07539325502419146,-0.07513349182866949,-0.06506720234079988,-0.022973240454848876,-0.09562801112284743,-0.05360733513765322,-0.06368103654497485,0.014854876845137666,-0.11204430299970287,-0.04216240899164018,0.10851512061503035,-0.10164383335277287,-0.035992505630001385,-0.10974232949511775
lex_liwc_Tone,-0.09384265751213133,0.11430075485813687,0.03722490764721315,-0.035166474846827916,0.13250519497584176,0.2806242973928151,-0.21006318221104225,1.0,-0.0021074685932954626,0.010219590040061158,-0.10833187549179497,-0.12946808588120548,-0.13302442460774302,-0.14104204487810632,-0.27889551348205643,0.1465940772389464,0.22159618766254388,-0.051370380433701915,0.04937613561233375,-0.019670562269153168,0.09561419344322206,0.03641377526050431,0.019082090776728917,-0.106263417656022,-0.1226272281101866,-0.06317022938841198,-0.029944845186450016,0.01968890350284139,-0.05581072731761459,-0.08789077809804054,0.06981130619150884,0.06989723343243287,-0.1210446960067285,0.7262471464345486,-0.7885000900808535,-0.4677526071163264,-0.4309477961236661,-0.41711447715140704,0.18350818952924944,-0.07482447716450685,0.040082137553882256,0.019871448707986395,-0.07766741554762965,0.04048321966180272,-0.007875371906506896,-0.0666380093240927,0.1501133118264593,0.11187051909882957,0.006255074455770067,0.04523614797910624,-0.060260438669433446,0.08384146916702949,0.030011637905525645,-0.17609464579719358,-0.10636208357263637,-0.19619958321072886,-0.08065407703251878,-0.08970293986044528,0.05607707539973989,0.19013808867540613,0.26288432264136746,0.10360143489258473,-0.002506039313289527,0.16821854501699732,-0.26271668524788044,-0.09358389181138616,0.031021686461034956,0.0610985308514368,-0.06875181058189409,-0.001792472734756242,0.015177571221795014,-0.14167798428767334,0.15762185518621757,0.0899270481563929,-0.04839476014090625,0.15194516291280444,-0.006992080712148681,-0.059883110216565213,-0.04691332556891202,-0.23048209527721245,0.06802558309497236,0.08575922563245975,0.04673933542519751,0.042563272765333726,0.1206500040671399,-0.0447293658034907,0.13330445478640368,0.1492820977385724,0.037761580525641644,-0.08062428897396853,0.12629752135377004,0.07164837071817612,-0.055137530891532734,-0.017729942193220303,0.07177507580191059,0.13086050045656877,0.2800135619844995,-0.04512980461816497,3.208065470392172e-05,0.35278278372949284,-0.10604615883260625,0.009230229412014951,-0.17751494949703658,-0.04227743606420854,0.3838442795688335,-0.17085035943494412,0.12213533137061425,0.03169089272917613,0.6027570631592004
lex_liwc_WPS,-0.045009390373687376,-0.08591772595693546,0.5790195528449391,0.9171252525927498,0.07763193718381722,0.03747031413829744,0.012491494793620841,-0.0021074685932954626,1.0,-0.012842779795958149,0.030673108890344983,0.035601422861822794,-0.09423868144382266,-0.061266788928485555,-0.07190995529743197,0.10521123317902471,-0.0061893316506494885,0.09256385779579349,0.09541615710046356,-0.027706294580723746,0.07487028656239106,0.1251085478688181,-0.08456540228114418,0.004145437309825233,0.19241296268016012,-0.005011996081035094,-0.102127103102351,0.014719348564508771,0.14314146639315245,0.05377148830444217,0.11919748756120611,0.09569305032285118,-0.12045417297734842,-0.01837813366975082,-0.048410467589193165,0.043877411050798794,0.042796307970883664,0.03503857721058982,0.04039872832522909,0.06734969473175781,0.07420175615929826,0.1343907017969971,0.06472025485235207,0.020241819888235663,0.05462766458186712,0.1839233369158537,-0.009769447685227695,0.01066183381981575,0.005637818998106445,0.06704639725651111,-0.027021875242998962,0.019916514123123407,0.05698698588032469,0.06083575326792748,-0.05375766178477374,0.014085438920628312,-0.02302183553920473,0.05325244256384175,0.1111959389881033,0.04918588820203465,0.07792029978545591,0.12109796018458828,-0.01850155395758392,0.04384421826892484,0.09618865031156541,-0.000561360262926611,-0.09630482442843417,0.10804024051689912,0.08737373220747954,0.0958452490680544,0.07244482744462297,0.07934115709892217,0.12175308180353639,0.11403642513691341,0.14410145538084462,0.07240205537901842,0.04107910007812735,0.02919281302210778,-0.04801323451522869,-0.007615989911946122,-0.03887225701259517,0.006451088411955807,0.05199751484482734,0.029484237347066695,-0.38319850635474073,-0.786991810709124,0.1332586270204743,0.057233766343584375,0.03955273996986408,-0.08602244990230663,-0.06957792454010533,0.14716867361420038,0.09156230443185899,-0.07152282652946065,0.179999165874576,0.01197241818041043,0.18491170193689452,0.14956278510409982,0.22492571884542983,-0.21311893991324007,-0.16457149476825625,-0.06473338695944802,-0.035035122006781515,-0.0010181250536620986,-0.03839132655236534,-0.011538539614627901,-0.0283470518355079,0.5902238145441587,0.023284053514841193
lex_liwc_Sixltr,0.0031790169045612243,0.06625067283559898,0.4709184375464529,-0.007386770869332212,0.16622926452975817,0.02733187234573195,-0.028796320637322972,0.010219590040061158,-0.012842779795958149,1.0,-0.2759161084947762,-0.34584254888504423,-0.2017455617846441,-0.24604083123372217,-0.10766653942338839,-0.08767763575485633,0.01536125140762239,-0.17591081588822333,0.0439053810971993,0.006421738783706042,0.0382387756105406,-0.05388788345345119,-0.1053187450963129,-0.13312765662826184,-0.0845034462717262,-0.1541120041463727,-0.2117244307323647,0.0059529333988470184,-0.06907639523062692,-0.1071994480884256,-0.05933614018620984,-0.02081667303749948,0.1288824388495833,0.0807587111730783,0.05723370973676143,0.10184290563622413,-0.038312804622242395,-0.06309984845029971,-0.06421152998348811,-0.02003371991377686,-0.09014890245401638,-0.08963164530716343,-0.17206538207871244,0.0973954337867858,0.11342150292186816,0.11876772819207877,-0.06005280582460128,0.08265144606902648,0.02571164519085946,-0.05063297065577415,-0.03543062426189301,0.07255455523499862,-0.11787346005017578,-0.03805315930101366,0.05342117791264216,-0.03789440149096205,0.19297844880420068,-0.008722628777073615,-0.0061447162359439195,0.025356848221375496,-0.028165169435785526,0.04879685695179846,0.03728296037452995,-0.05027040807287629,0.07493696938664171,-0.019276021914261386,-0.21028969158692865,-0.13930581054008256,-0.11426432395534801,-0.03358838643829052,-0.10035757447861765,-0.07862000042886491,0.13966978159666477,0.05603691080844325,-0.04684508986471465,-0.027540754657194078,0.014999507065720515,8.12588290402092e-05,-0.04392715850231659,-0.1142313398116556,-0.03820500872045078,0.03820798631161195,0.03218518889405282,-0.03836967845837063,0.03556236267372953,0.021666127983546737,0.1645917138035013,0.0033907246865169365,0.019821334035190773,-0.08566902039066651,0.015325928938990999,0.09431526707143802,-0.019587706411356275,-0.09995889032445583,0.0012017201952375233,0.07747354780536586,-0.024899169526427824,0.07738159292308572,-0.024353355165569825,-0.06940069330105515,0.011134235129278046,-0.05339822098206827,0.1672125007677476,-0.030890439201388915,-0.044149612766684755,0.04016368540311006,-0.08305889072202993,0.47379873640766584,0.01984096961264215
